Latitude (decimal degrees):	59.246
Longitude (decimal degrees):	18.035
Elevation (m):	57
Radiation database:	PVGIS-SARAH3


Slope: 42 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220810:0111,0.0,0.0,0.0,15.77,2.76,0.0
20220810:0211,0.0,0.0,0.0,15.64,2.55,0.0
20220810:0311,0.0,0.0,0.0,15.47,2.28,0.0
20220810:0411,0.34,6.61,8.17,15.46,2.14,0.0
20220810:0511,15.23,31.38,15.69,16.18,1.93,0.0
20220810:0611,128.8,171.93,23.34,17.27,2.34,0.0
20220810:0711,157.09,204.58,30.71,18.23,3.24,0.0
20220810:0811,401.98,496.99,37.31,19.04,3.59,0.0
20220810:0911,414.48,514.12,42.54,19.95,4.0,0.0
20220810:1011,212.81,273.24,45.7,20.86,4.0,0.0
20220810:1111,512.38,644.23,46.25,22.02,3.93,0.0
20220810:1211,371.46,467.78,44.07,22.66,4.0,0.0
20220810:1311,611.37,773.31,39.57,23.08,4.21,0.0
20220810:1411,501.23,629.22,33.43,23.21,4.48,0.0
20220810:1511,349.68,447.29,26.3,22.84,4.62,0.0
20220810:1611,150.85,225.26,18.71,22.35,4.41,0.0
20220810:1711,23.46,46.4,11.09,21.52,4.34,0.0
20220810:1811,5.76,17.36,3.82,20.44,3.93,0.0
20220810:1911,0.0,0.0,0.0,19.58,3.59,0.0
20220810:2011,0.0,0.0,0.0,19.08,3.38,0.0
20220810:2111,0.0,0.0,0.0,18.78,3.24,0.0
20220810:2211,0.0,0.0,0.0,18.62,3.24,0.0
20220810:2311,0.0,0.0,0.0,18.43,3.38,0.0
20220811:0011,0.0,0.0,0.0,17.98,3.31,0.0
20220811:0111,0.0,0.0,0.0,17.48,3.24,0.0
20220811:0211,0.0,0.0,0.0,17.06,3.38,0.0
20220811:0311,0.0,0.0,0.0,16.73,3.66,0.0
20220811:0411,18.8,36.38,7.93,16.66,3.66,0.0
20220811:0511,85.16,144.81,15.46,17.17,3.59,0.0
20220811:0611,270.76,350.26,23.11,18.01,4.21,0.0
20220811:0711,458.34,567.84,30.47,19.58,4.14,0.0
20220811:0811,604.78,757.33,37.06,20.91,3.93,0.0
20220811:0911,700.42,895.18,42.27,22.27,3.72,0.0
20220811:1011,752.88,977.74,45.41,23.52,3.66,0.0
20220811:1111,754.37,985.42,45.95,24.49,3.66,0.0
20220811:1211,727.86,949.16,43.77,25.2,3.72,0.0
20220811:1311,634.12,816.1,39.28,25.57,3.93,0.0
20220811:1411,501.36,638.85,33.15,25.63,4.07,0.0
20220811:1511,326.39,424.08,26.03,25.41,4.0,0.0
20220811:1611,147.88,224.1,18.44,24.78,3.66,0.0
20220811:1711,23.9,46.42,10.82,23.68,3.59,0.0
20220811:1811,5.21,16.54,3.55,22.35,3.45,0.0
20220811:1911,0.0,0.0,0.0,21.07,3.24,0.0
20220811:2011,0.0,0.0,0.0,20.19,3.03,0.0
20220811:2111,0.0,0.0,0.0,19.41,2.97,0.0
20220811:2211,0.0,0.0,0.0,18.72,2.97,0.0
20220811:2311,0.0,0.0,0.0,18.07,2.9,0.0
20220812:0011,0.0,0.0,0.0,17.45,2.9,0.0
20220812:0111,0.0,0.0,0.0,16.94,2.9,0.0
20220812:0211,0.0,0.0,0.0,16.52,2.9,0.0
20220812:0311,0.0,0.0,0.0,16.15,2.97,0.0
20220812:0411,21.91,40.52,7.7,16.14,2.9,0.0
20220812:0511,83.53,142.82,15.23,16.8,2.62,0.0
20220812:0611,266.27,346.5,22.88,18.08,2.9,0.0
20220812:0711,449.38,562.63,30.23,19.56,2.55,0.0
20220812:0811,593.63,756.45,36.81,21.16,2.28,0.0
20220812:0911,681.49,889.5,42.0,22.7,2.14,0.0
20220812:1011,735.53,978.71,45.12,23.98,2.07,0.0
20220812:1111,737.29,986.15,45.65,25.0,2.14,0.0
20220812:1211,704.41,936.89,43.47,25.67,2.28,0.0
20220812:1311,619.49,810.3,38.99,26.04,2.55,0.0
20220812:1411,477.97,615.38,32.87,26.09,2.9,0.0
20220812:1511,305.41,399.72,25.75,25.81,3.03,0.0
20220812:1611,132.53,196.39,18.17,25.05,2.76,0.0
20220812:1711,21.93,42.95,10.55,23.8,1.86,0.0
20220812:1811,3.81,14.06,3.27,22.25,0.34,0.0
20220812:1911,0.0,0.0,0.0,18.89,3.52,0.0
20220812:2011,0.0,0.0,0.0,18.05,3.52,0.0
20220812:2111,0.0,0.0,0.0,17.56,3.24,0.0
20220812:2211,0.0,0.0,0.0,17.25,3.1,0.0
20220812:2311,0.0,0.0,0.0,17.05,3.03,0.0
20220813:0011,0.0,0.0,0.0,16.95,2.83,0.0
20220813:0111,0.0,0.0,0.0,16.89,2.62,0.0
20220813:0211,0.0,0.0,0.0,16.87,2.48,0.0
20220813:0311,0.0,0.0,0.0,16.88,2.34,0.0
20220813:0411,5.38,16.54,7.46,17.07,2.28,0.0
20220813:0511,83.37,138.33,15.0,17.93,1.93,0.0
20220813:0611,249.7,327.84,22.64,19.13,1.93,0.0
20220813:0711,432.03,543.85,29.99,20.57,2.41,0.0
20220813:0811,572.98,727.69,36.55,21.72,2.62,0.0
20220813:0911,630.47,806.81,41.72,22.62,3.1,0.0
20220813:1011,732.19,946.32,44.83,23.18,3.66,0.0
20220813:1111,742.73,960.37,45.35,23.55,3.93,0.0
20220813:1211,709.53,912.21,43.17,23.77,4.07,0.0
20220813:1311,619.68,787.51,38.7,23.81,4.14,0.0
20220813:1411,494.34,623.89,32.59,23.61,3.93,0.0
20220813:1511,336.11,433.18,25.47,23.18,3.59,0.0
20220813:1611,142.68,215.03,17.89,22.44,3.31,0.0
20220813:1711,23.34,43.52,10.27,21.42,3.1,0.0
20220813:1811,2.97,12.4,2.98,20.31,3.17,0.0
20220813:1911,0.0,0.0,0.0,19.29,3.1,0.0
20220813:2011,0.0,0.0,0.0,18.71,2.83,0.0
20220813:2111,0.0,0.0,0.0,18.29,2.69,0.0
20220813:2211,0.0,0.0,0.0,18.02,2.55,0.0
20220813:2311,0.0,0.0,0.0,17.79,2.41,0.0
20220814:0011,0.0,0.0,0.0,17.62,2.28,0.0
20220814:0111,0.0,0.0,0.0,17.53,2.28,0.0
20220814:0211,0.0,0.0,0.0,17.43,2.28,0.0
20220814:0311,0.0,0.0,0.0,17.36,2.21,0.0
20220814:0411,19.92,38.04,7.22,17.4,2.14,0.0
20220814:0511,81.57,139.12,14.76,18.07,1.79,0.0
20220814:0611,258.86,340.8,22.4,19.5,1.93,0.0
20220814:0711,441.96,559.37,29.74,20.82,2.0,0.0
20220814:0811,584.45,748.57,36.29,21.98,2.14,0.0
20220814:0911,685.82,891.36,41.44,22.78,2.48,0.0
20220814:1011,728.33,953.98,44.53,23.25,2.69,0.0
20220814:1111,732.13,959.01,45.04,23.47,2.83,0.0
20220814:1211,710.86,924.18,42.86,23.49,3.03,0.0
20220814:1311,637.71,815.24,38.4,23.19,3.38,0.0
20220814:1411,493.61,622.68,32.29,22.67,3.38,0.0
20220814:1511,333.01,428.7,25.19,22.21,2.97,0.0
20220814:1611,142.27,214.99,17.61,21.64,2.62,0.0
20220814:1711,26.25,47.13,9.98,20.81,2.41,0.0
20220814:1811,2.14,10.75,2.69,19.77,2.28,0.0
20220814:1911,0.0,0.0,0.0,19.07,2.62,0.0
20220814:2011,0.0,0.0,0.0,18.57,2.62,0.0
20220814:2111,0.0,0.0,0.0,18.33,2.62,0.0
20220814:2211,0.0,0.0,0.0,18.24,2.69,0.0
20220814:2311,0.0,0.0,0.0,18.25,2.76,0.0
20220815:0011,0.0,0.0,0.0,18.3,2.76,0.0
20220815:0111,0.0,0.0,0.0,18.36,2.69,0.0
20220815:0211,0.0,0.0,0.0,18.44,2.76,0.0
20220815:0311,0.0,0.0,0.0,18.45,2.83,0.0
20220815:0411,9.45,23.15,6.98,18.61,2.83,0.0
20220815:0511,59.78,91.76,14.52,19.54,2.48,0.0
20220815:0611,53.06,81.58,22.17,20.91,2.28,0.0
20220815:0711,259.75,331.91,29.5,22.16,2.83,0.0
20220815:0811,34.41,58.27,36.03,22.76,3.24,0.0
20220815:0911,76.99,112.07,41.16,23.33,3.52,0.0
20220815:1011,138.62,187.37,44.23,23.64,3.45,0.0
20220815:1111,489.2,621.67,44.73,23.89,3.52,0.0
20220815:1211,638.03,815.95,42.55,23.64,3.79,0.0
20220815:1311,590.25,749.65,38.09,23.23,3.59,0.0
20220815:1411,472.02,597.3,32.0,23.12,3.1,0.0
20220815:1511,313.44,405.24,24.9,22.88,2.9,0.0
20220815:1611,134.72,203.66,17.32,22.52,2.9,0.0
20220815:1711,28.57,50.44,9.69,21.99,2.69,0.0
20220815:1811,0.3,6.61,2.4,21.18,2.69,0.0
20220815:1911,0.0,0.0,0.0,20.63,3.17,0.0
20220815:2011,0.0,0.0,0.0,20.39,3.17,0.0
20220815:2111,0.0,0.0,0.0,20.42,3.1,0.0
20220815:2211,0.0,0.0,0.0,20.42,2.9,0.0
20220815:2311,0.0,0.0,0.0,20.38,3.03,0.0
20220816:0011,0.0,0.0,0.0,20.45,3.24,0.0
20220816:0111,0.0,0.0,0.0,20.54,3.31,0.0
20220816:0211,0.0,0.0,0.0,20.54,3.38,0.0
20220816:0311,0.0,0.0,0.0,20.48,3.45,0.0
20220816:0411,0.3,6.61,6.73,20.57,3.31,0.0
20220816:0511,73.14,115.37,14.28,21.28,2.83,0.0
20220816:0611,211.7,281.29,21.92,22.3,3.17,0.0
20220816:0711,395.39,497.27,29.25,22.76,4.14,0.0
20220816:0811,178.5,234.32,35.76,23.37,4.55,0.0
20220816:0911,104.17,145.24,40.87,23.77,5.31,0.0
20220816:1011,702.5,896.85,43.93,24.07,4.97,0.0
20220816:1111,473.57,596.16,44.42,24.34,5.31,0.0
20220816:1211,583.92,736.69,42.24,24.34,5.45,0.0
20220816:1311,359.28,452.32,37.79,24.14,5.38,0.0
20220816:1411,467.59,586.04,31.7,24.05,5.38,0.0
20220816:1511,195.16,256.55,24.6,24.1,5.03,0.0
20220816:1611,107.46,157.88,17.03,23.78,4.34,0.0
20220816:1711,29.68,52.09,9.4,23.04,4.14,0.0
20220816:1811,0.96,8.27,2.1,22.36,3.86,0.0
20220816:1911,0.0,0.0,0.0,21.91,4.21,0.0
20220816:2011,0.0,0.0,0.0,21.67,4.07,0.0
20220816:2111,0.0,0.0,0.0,21.51,4.0,0.0
20220816:2211,0.0,0.0,0.0,21.35,3.86,0.0
20220816:2311,0.0,0.0,0.0,21.04,3.59,0.0
20220817:0011,0.0,0.0,0.0,20.86,3.31,0.0
20220817:0111,0.0,0.0,0.0,20.49,3.03,0.0
20220817:0211,0.0,0.0,0.0,20.05,2.48,0.0
20220817:0311,0.0,0.0,0.0,19.7,2.07,0.0
20220817:0411,16.15,33.07,6.49,19.43,1.93,0.0
20220817:0511,15.56,32.27,14.04,19.82,1.79,0.0
20220817:0611,226.87,299.35,21.68,20.68,2.9,0.0
20220817:0711,368.33,465.18,28.99,21.66,2.62,0.0
20220817:0811,548.27,699.34,35.49,22.65,2.41,0.0
20220817:0911,517.38,662.71,40.59,23.8,2.55,0.0
20220817:1011,404.62,513.67,43.62,24.36,3.72,0.0
20220817:1111,454.22,575.75,44.1,24.5,4.14,0.0
20220817:1211,513.84,651.47,41.92,24.51,4.28,0.0
20220817:1311,554.42,702.23,37.47,24.6,4.48,0.0
20220817:1411,455.74,575.45,31.39,24.54,4.41,0.0
20220817:1511,259.77,337.65,24.3,24.1,4.0,0.0
20220817:1611,121.31,181.69,16.73,23.43,3.52,0.0
20220817:1711,28.47,50.44,9.1,22.71,3.38,0.0
20220817:1811,0.0,4.13,1.8,21.87,2.83,0.0
20220817:1911,0.0,0.0,0.0,21.18,2.07,0.0
20220817:2011,0.0,0.0,0.0,20.79,1.72,0.0
20220817:2111,0.0,0.0,0.0,20.51,1.38,0.0
20220817:2211,0.0,0.0,0.0,20.16,1.59,0.0
20220817:2311,0.0,0.0,0.0,19.78,1.59,0.0
20220818:0011,0.0,0.0,0.0,19.58,1.45,0.0
20220818:0111,0.0,0.0,0.0,19.48,1.1,0.0
20220818:0211,0.0,0.0,0.0,19.18,0.55,0.0
20220818:0311,0.0,0.0,0.0,19.2,0.41,0.0
20220818:0411,0.0,4.96,6.24,18.71,1.1,0.0
20220818:0511,18.13,35.86,13.8,19.39,0.97,0.0
20220818:0611,236.89,315.22,21.43,20.5,1.17,0.0
20220818:0711,397.16,502.73,28.74,21.35,2.07,0.0
20220818:0811,547.43,697.71,35.22,21.9,2.14,0.0
20220818:0911,475.04,603.95,40.3,22.78,2.48,0.0
20220818:1011,702.31,910.26,43.31,23.23,3.1,0.0
20220818:1111,714.53,922.3,43.77,23.23,3.59,0.0
20220818:1211,516.78,654.86,41.59,22.73,3.17,0.0
20220818:1311,146.9,196.4,37.15,22.7,3.45,0.0
20220818:1411,52.76,81.58,31.08,22.23,3.17,0.0
20220818:1511,200.19,261.48,24.0,21.73,2.9,0.0
20220818:1611,9.41,23.31,16.43,21.28,2.83,0.0
20220818:1711,0.63,7.44,8.8,20.8,2.41,0.0
20220818:1811,0.0,0.83,1.49,20.41,2.21,0.0
20220818:1911,0.0,0.0,0.0,19.56,2.62,0.0
20220818:2011,0.0,0.0,0.0,19.44,2.55,0.0
20220818:2111,0.0,0.0,0.0,19.53,2.21,0.0
20220818:2211,0.0,0.0,0.0,19.56,2.07,0.0
20220818:2311,0.0,0.0,0.0,19.67,2.0,0.0
20220819:0011,0.0,0.0,0.0,19.73,2.07,0.0
20220819:0111,0.0,0.0,0.0,19.79,2.21,0.0
20220819:0211,0.0,0.0,0.0,19.83,2.14,0.0
20220819:0311,0.0,0.0,0.0,19.86,1.93,0.0
20220819:0411,0.0,4.13,5.99,19.84,1.79,0.0
20220819:0511,19.99,38.55,13.55,20.27,1.52,0.0
20220819:0611,209.91,280.11,21.19,21.56,1.59,0.0
20220819:0711,400.93,511.01,28.48,21.87,1.59,0.0
20220819:0811,552.44,709.1,34.95,23.02,2.07,0.0
20220819:0911,646.69,839.86,40.0,23.93,2.55,0.0
20220819:1011,711.89,932.56,43.0,24.44,2.9,0.0
20220819:1111,714.73,937.08,43.45,24.81,3.03,0.0
20220819:1211,637.81,826.01,41.27,25.01,3.24,0.0
20220819:1311,585.8,750.38,36.83,24.92,3.52,0.0
20220819:1411,316.09,403.5,30.77,24.44,3.24,0.0
20220819:1511,280.75,365.38,23.69,23.95,3.24,0.0
20220819:1611,104.28,154.77,16.12,23.32,3.31,0.0
20220819:1711,26.04,47.13,8.49,22.4,3.03,0.0
20220819:1811,0.0,0.0,0.0,21.56,2.97,0.0
20220819:1911,0.0,0.0,0.0,21.86,3.38,0.0
20220819:2011,0.0,0.0,0.0,21.89,3.52,0.0
20220819:2111,0.0,0.0,0.0,22.07,3.79,0.0
20220819:2211,0.0,0.0,0.0,22.36,4.41,0.0
20220819:2311,0.0,0.0,0.0,22.57,5.17,0.0
20220820:0011,0.0,0.0,0.0,22.62,5.59,0.0
20220820:0111,0.0,0.0,0.0,22.44,5.38,0.0
20220820:0211,0.0,0.0,0.0,22.05,5.1,0.0
20220820:0311,0.0,0.0,0.0,21.7,5.03,0.0
20220820:0411,0.0,4.13,5.74,21.55,5.38,0.0
20220820:0511,26.58,47.52,13.31,20.93,5.59,0.0
20220820:0611,22.65,42.14,20.94,20.31,6.0,0.0
20220820:0711,81.47,115.65,28.22,20.26,7.86,0.0
20220820:0811,22.66,42.14,34.67,20.39,7.86,0.0
20220820:0911,77.62,111.17,39.7,20.63,8.21,0.0
20220820:1011,81.99,116.55,42.68,20.8,7.66,0.0
20220820:1111,43.98,69.93,43.12,20.69,6.07,0.0
20220820:1211,78.09,112.07,40.93,20.76,4.62,0.0
20220820:1311,295.59,372.37,36.51,21.24,3.38,0.0
20220820:1411,69.53,102.2,30.45,21.67,2.97,0.0
20220820:1511,191.27,251.17,23.38,22.1,2.83,0.0
20220820:1611,85.91,127.42,15.81,22.21,2.69,0.0
20220820:1711,21.26,40.52,8.18,21.72,2.69,0.0
20220820:1811,0.0,0.0,0.0,21.21,2.55,0.0
20220820:1911,0.0,0.0,0.0,20.46,2.07,0.0
20220820:2011,0.0,0.0,0.0,20.0,2.14,0.0
20220820:2111,0.0,0.0,0.0,19.62,2.34,0.0
20220820:2211,0.0,0.0,0.0,19.09,2.55,0.0
20220820:2311,0.0,0.0,0.0,18.43,2.62,0.0
20220821:0011,0.0,0.0,0.0,17.93,2.48,0.0
20220821:0111,0.0,0.0,0.0,17.47,2.55,0.0
20220821:0211,0.0,0.0,0.0,17.09,2.55,0.0
20220821:0311,0.0,0.0,0.0,16.81,2.41,0.0
20220821:0411,4.43,14.88,5.48,16.62,2.48,0.0
20220821:0511,30.58,52.0,13.06,16.67,2.55,0.0
20220821:0611,30.55,52.0,20.69,16.88,2.48,0.0
20220821:0711,49.7,76.2,27.96,17.29,2.69,0.0
20220821:0811,271.99,339.74,34.4,17.62,2.34,0.0
20220821:0911,202.75,260.29,39.4,18.37,1.38,0.0
20220821:1011,181.87,237.05,42.36,19.55,1.17,0.0
20220821:1111,347.31,439.92,42.78,20.19,1.31,0.0
20220821:1211,497.12,634.79,40.6,20.83,1.38,0.0
20220821:1311,465.02,591.52,36.18,21.27,1.52,0.0
20220821:1411,372.09,471.41,30.13,21.46,1.72,0.0
20220821:1511,302.77,392.2,23.06,21.44,1.93,0.0
20220821:1611,104.49,155.78,15.5,21.19,1.93,0.0
20220821:1711,4.78,15.71,7.87,20.55,1.86,0.0
20220821:1811,0.0,0.0,0.0,19.81,2.21,0.0
20220821:1911,0.0,0.0,0.0,18.69,3.17,0.0
20220821:2011,0.0,0.0,0.0,18.29,3.52,0.0
20220821:2111,0.0,0.0,0.0,18.05,3.45,0.0
20220821:2211,0.0,0.0,0.0,17.9,3.24,0.0
20220821:2311,0.0,0.0,0.0,17.72,2.97,0.0
20220822:0011,0.0,0.0,0.0,17.49,2.83,0.0
20220822:0111,0.0,0.0,0.0,17.18,2.76,0.0
20220822:0211,0.0,0.0,0.0,16.75,2.69,0.0
20220822:0311,0.0,0.0,0.0,16.28,2.9,0.0
20220822:0411,11.83,26.46,5.23,15.86,2.97,0.0
20220822:0511,74.23,127.88,12.8,15.94,2.97,0.0
20220822:0611,258.34,333.84,20.43,16.41,3.1,0.0
20220822:0711,440.65,544.24,27.7,17.07,2.69,0.0
20220822:0811,593.18,743.42,34.11,17.97,2.28,0.0
20220822:0911,613.45,778.88,39.1,18.83,2.0,0.0
20220822:1011,743.87,969.84,42.04,19.61,1.93,0.0
20220822:1111,739.35,966.33,42.45,20.35,2.0,0.0
20220822:1211,683.88,885.87,40.26,20.81,2.07,0.0
20220822:1311,616.56,790.71,35.84,21.18,2.07,0.0
20220822:1411,466.49,591.08,29.8,21.31,2.0,0.0
20220822:1511,196.46,257.58,22.74,21.22,1.79,0.0
20220822:1611,45.81,72.63,15.18,20.75,1.93,0.0
20220822:1711,10.47,24.81,7.55,19.69,2.07,0.0
20220822:1811,0.0,0.0,0.0,18.81,2.28,0.0
20220822:1911,0.0,0.0,0.0,17.95,2.34,0.0
20220822:2011,0.0,0.0,0.0,17.54,2.21,0.0
20220822:2111,0.0,0.0,0.0,17.18,2.28,0.0
20220822:2211,0.0,0.0,0.0,17.08,1.86,0.0
20220822:2311,0.0,0.0,0.0,16.99,1.52,0.0
20220823:0011,0.0,0.0,0.0,16.53,0.76,0.0
20220823:0111,0.0,0.0,0.0,16.4,0.76,0.0
20220823:0211,0.0,0.0,0.0,17.08,0.41,0.0
20220823:0311,0.0,0.0,0.0,17.03,0.21,0.0
20220823:0411,0.0,3.31,4.97,17.01,0.28,0.0
20220823:0511,3.61,13.45,12.55,16.81,0.55,0.0
20220823:0611,48.8,75.31,20.18,17.41,0.69,0.0
20220823:0711,90.37,126.08,27.43,18.2,1.45,0.0
20220823:0811,252.4,318.42,33.83,18.39,1.79,0.0
20220823:0911,345.67,432.09,38.8,18.49,1.79,0.0
20220823:1011,187.87,243.36,41.71,19.0,1.38,0.0
20220823:1111,149.44,198.04,42.11,19.59,1.31,0.0
20220823:1211,78.86,112.96,39.92,19.86,1.79,0.0
20220823:1311,72.37,104.89,35.51,19.67,2.34,0.0
20220823:1411,111.75,151.88,29.47,19.13,2.62,0.0
20220823:1511,57.33,86.07,22.42,18.52,2.14,0.0
20220823:1611,16.34,33.17,14.86,18.15,1.79,0.0
20220823:1711,18.67,36.38,7.23,17.88,2.07,0.0
20220823:1811,0.0,0.0,0.0,17.46,2.34,0.0
20220823:1911,0.0,0.0,0.0,16.53,3.24,0.0
20220823:2011,0.0,0.0,0.0,15.79,3.38,0.0
20220823:2111,0.0,0.0,0.0,15.44,3.17,0.0
20220823:2211,0.0,0.0,0.0,15.21,3.1,0.0
20220823:2311,0.0,0.0,0.0,15.04,2.83,0.0
20220824:0011,0.0,0.0,0.0,14.74,2.9,0.0
20220824:0111,0.0,0.0,0.0,14.51,2.9,0.0
20220824:0211,0.0,0.0,0.0,14.33,3.03,0.0
20220824:0311,0.0,0.0,0.0,14.17,3.1,0.0
20220824:0411,8.61,21.5,4.71,14.15,3.1,0.0
20220824:0511,37.35,60.58,12.3,14.4,2.9,0.0
20220824:0611,129.17,171.17,19.92,15.09,2.9,0.0
20220824:0711,120.74,160.6,27.16,16.56,3.03,0.0
20220824:0811,334.18,412.42,33.55,17.53,3.03,0.0
20220824:0911,694.69,880.33,38.49,18.3,2.62,0.0
20220824:1011,743.6,961.74,41.38,19.17,2.21,0.0
20220824:1111,732.89,958.2,41.76,19.99,1.79,0.0
20220824:1211,648.51,841.36,39.57,20.67,1.59,0.0
20220824:1311,592.46,762.57,35.17,21.17,1.59,0.0
20220824:1411,453.67,575.87,29.14,21.3,1.72,0.0
20220824:1511,287.18,372.72,22.09,21.12,1.66,0.0
20220824:1611,115.03,179.42,14.54,20.65,1.66,0.0
20220824:1711,18.5,36.38,6.9,19.54,1.93,0.0
20220824:1811,0.0,0.0,0.0,18.39,2.21,0.0
20220824:1911,0.0,0.0,0.0,17.14,2.07,0.0
20220824:2011,0.0,0.0,0.0,16.91,1.79,0.0
20220824:2111,0.0,0.0,0.0,16.5,1.59,0.0
20220824:2211,0.0,0.0,0.0,15.88,1.45,0.0
20220824:2311,0.0,0.0,0.0,14.82,1.1,0.0
20220825:0011,0.0,0.0,0.0,14.36,1.1,0.0
20220825:0111,0.0,0.0,0.0,13.63,1.59,0.0
20220825:0211,0.0,0.0,0.0,13.8,1.79,0.0
20220825:0311,0.0,0.0,0.0,13.75,2.07,0.0
20220825:0411,8.64,21.5,4.45,13.44,2.0,0.0
20220825:0511,71.26,122.2,12.04,13.81,1.59,0.0
20220825:0611,253.23,328.4,19.66,15.09,1.31,0.0
20220825:0711,442.65,553.28,26.89,16.91,1.31,0.0
20220825:0811,586.63,745.28,33.26,18.55,1.45,0.0
20220825:0911,669.27,864.0,38.18,19.71,1.72,0.0
20220825:1011,726.63,950.08,41.05,20.43,1.86,0.0
20220825:1111,739.31,968.99,41.42,20.88,2.0,0.0
20220825:1211,687.57,894.43,39.22,21.1,1.93,0.0
20220825:1311,617.49,794.92,34.82,21.15,1.79,0.0
20220825:1411,481.19,610.39,28.8,21.07,1.86,0.0
20220825:1511,306.04,395.53,21.76,20.66,2.07,0.0
20220825:1611,115.82,180.64,14.21,19.78,2.21,0.0
20220825:1711,17.4,34.73,6.57,18.67,2.0,0.0
20220825:1811,0.0,0.0,0.0,17.53,2.07,0.0
20220825:1911,0.0,0.0,0.0,16.95,2.48,0.0
20220825:2011,0.0,0.0,0.0,16.56,2.41,0.0
20220825:2111,0.0,0.0,0.0,16.34,2.55,0.0
20220825:2211,0.0,0.0,0.0,16.25,2.55,0.0
20220825:2311,0.0,0.0,0.0,16.26,2.55,0.0
20220826:0011,0.0,0.0,0.0,16.2,2.76,0.0
20220826:0111,0.0,0.0,0.0,16.27,2.76,0.0
20220826:0211,0.0,0.0,0.0,16.29,2.9,0.0
20220826:0311,0.0,0.0,0.0,16.34,2.83,0.0
20220826:0411,6.92,19.02,4.19,16.42,2.76,0.0
20220826:0511,67.57,115.89,11.78,16.75,2.69,0.0
20220826:0611,236.61,308.46,19.4,17.68,2.83,0.0
20220826:0711,245.19,308.58,26.62,18.41,2.9,0.0
20220826:0811,361.96,449.23,32.97,19.12,2.97,0.0
20220826:0911,567.6,712.22,37.87,19.69,2.9,0.0
20220826:1011,696.34,893.3,40.71,20.35,2.69,0.0
20220826:1111,731.24,943.58,41.07,20.68,2.76,0.0
20220826:1211,686.83,875.87,38.87,20.9,3.17,0.0
20220826:1311,614.22,772.29,34.47,20.84,3.52,0.0
20220826:1411,473.47,590.11,28.46,20.69,3.59,0.0
20220826:1511,292.2,374.92,21.43,20.46,3.52,0.0
20220826:1611,107.99,168.15,13.88,20.06,2.97,0.0
20220826:1711,16.73,33.9,6.24,19.54,2.48,0.0
20220826:1811,0.0,0.0,0.0,18.83,2.55,0.0
20220826:1911,0.0,0.0,0.0,18.45,2.55,0.0
20220826:2011,0.0,0.0,0.0,18.46,2.48,0.0
20220826:2111,0.0,0.0,0.0,18.35,2.41,0.0
20220826:2211,0.0,0.0,0.0,18.34,2.41,0.0
20220826:2311,0.0,0.0,0.0,18.24,2.48,0.0
20220827:0011,0.0,0.0,0.0,18.25,2.55,0.0
20220827:0111,0.0,0.0,0.0,18.14,2.62,0.0
20220827:0211,0.0,0.0,0.0,18.13,2.62,0.0
20220827:0311,0.0,0.0,0.0,18.23,2.69,0.0
20220827:0411,0.0,2.48,3.93,18.41,2.69,0.0
20220827:0511,2.61,11.65,11.52,18.97,2.62,0.0
20220827:0611,75.33,108.8,19.14,19.8,2.48,0.0
20220827:0711,100.65,140.01,26.35,20.76,1.1,0.0
20220827:0811,69.36,102.2,32.67,21.67,1.45,0.0
20220827:0911,279.67,358.02,37.55,22.85,2.14,0.0
20220827:1011,434.26,553.47,40.38,23.6,2.48,0.0
20220827:1111,624.05,810.36,40.72,24.14,2.55,0.0
20220827:1211,264.81,341.3,38.51,24.33,2.76,0.0
20220827:1311,519.9,663.49,34.12,24.14,2.9,0.0
20220827:1411,261.92,336.4,28.12,23.86,2.83,0.0
20220827:1511,50.35,78.89,21.09,23.17,2.62,0.0
20220827:1611,72.32,111.32,13.54,22.68,2.34,0.0
20220827:1711,14.22,30.59,5.9,21.92,1.93,0.0
20220827:1811,0.0,0.0,0.0,20.95,1.72,0.0
20220827:1911,0.0,0.0,0.0,20.35,2.07,0.0
20220827:2011,0.0,0.0,0.0,19.84,2.0,0.0
20220827:2111,0.0,0.0,0.0,19.57,2.21,0.0
20220827:2211,0.0,0.0,0.0,19.54,2.48,0.0
20220827:2311,0.0,0.0,0.0,19.68,2.76,0.0
20220828:0011,0.0,0.0,0.0,19.75,3.03,0.0
20220828:0111,0.0,0.0,0.0,19.69,3.03,0.0
20220828:0211,0.0,0.0,0.0,19.43,2.62,0.0
20220828:0311,0.0,0.0,0.0,19.07,2.0,0.0
20220828:0411,0.0,2.48,3.66,18.56,2.07,0.0
20220828:0511,55.29,90.73,11.26,18.02,2.69,0.0
20220828:0611,21.64,40.34,18.87,17.49,3.66,0.0
20220828:0711,86.66,121.68,26.07,18.8,2.69,0.0
20220828:0811,101.23,138.96,32.38,18.86,3.79,0.0
20220828:0911,71.6,103.1,37.23,18.27,4.62,0.0
20220828:1011,74.16,105.79,40.04,17.52,5.45,0.0
20220828:1111,72.13,103.1,40.36,17.02,5.93,0.0
20220828:1211,37.65,60.96,38.15,16.92,6.41,0.0
20220828:1311,36.29,59.17,33.77,16.64,6.69,0.0
20220828:1411,25.19,44.83,27.77,16.22,6.69,0.0
